Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
519121,21124,SET/10 BLUE SPOTTY PARTY CANDLES,12,8/13/2010 12:05,1.25,14550,United Kingdom
519166,47568,ENGLISH ROSE DESIGN PEG BAG,6,8/13/2010 13:29,2.1,12676,Sweden
519176,16156S,WRAP PINK FAIRY CAKES ,25,8/13/2010 14:35,0.42,14153,United Kingdom
519194,22499,WOODEN UNION JACK BUNTING,2,8/13/2010 17:13,5.95,16345,United Kingdom
519205,22336,DOVE DECORATION PAINTED ZINC ,20,8/15/2010 11:02,0.65,17300,United Kingdom
519209,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,288,8/15/2010 11:12,1.06,15893,United Kingdom
519214,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,8/15/2010 11:26,2.95,16043,United Kingdom
519218,47504E,ENGLISH ROSE SCISSORS,3,8/15/2010 11:55,1.25,17248,United Kingdom
519233,22475,SKULL DESIGN TV DINNER TRAY,1,8/15/2010 13:10,4.95,16468,United Kingdom
519239,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,8/15/2010 13:41,0.85,14996,United Kingdom
519255,21784,SHOE SHINE BOX ,1,8/15/2010 15:36,9.95,14183,United Kingdom
519260,21249,WOODLAND  HEIGHT CHART STICKERS ,1,8/15/2010 16:00,2.95,17299,United Kingdom
519341,22588,CARD HOLDER GINGHAM HEART,24,8/16/2010 12:00,2.55,15050,United Kingdom
519342,POST,POSTAGE,1,8/16/2010 12:10,280,12687,Sweden
519357,84580,MOUSE TOY WITH PINK T-SHIRT,4,8/16/2010 12:27,3.75,13063,United Kingdom
519395,72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,1,8/16/2010 15:31,4.25,14379,United Kingdom
519409,21519,GIN & TONIC DIET GREETING CARD ,12,8/17/2010 9:59,0.42,13945,United Kingdom
519411,21621,VINTAGE UNION JACK BUNTING,2,8/17/2010 10:16,8.5,14531,United Kingdom
519469,22494,EMERGENCY FIRST AID TIN ,12,8/17/2010 11:52,1.25,17430,United Kingdom
519476,22046,TEA PARTY  WRAPPING PAPER ,50,8/17/2010 12:36,0.42,14749,United Kingdom
519502,22468,BABUSHKA LIGHTS STRING OF 10,24,8/17/2010 15:08,5.95,17513,United Kingdom
519508,22138,BAKING SET 9 PIECE RETROSPOT ,6,8/17/2010 15:46,4.95,15072,United Kingdom
519529,20723,STRAWBERRY CHARLOTTE BAG,10,8/18/2010 10:29,0.85,13320,United Kingdom
519564,21865,PINK UNION JACK  PASSPORT COVER ,24,8/18/2010 11:38,2.1,15310,United Kingdom
519578,22120,WELCOME  WOODEN BLOCK LETTERS,1,8/18/2010 13:08,9.95,17792,United Kingdom
519580,21232,STRAWBERRY CERAMIC TRINKET BOX,12,8/18/2010 13:11,1.25,16675,United Kingdom
519582,22444,GROW YOUR OWN PLANT IN A CAN ,24,8/18/2010 13:33,1.25,16638,United Kingdom
519586,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,8/18/2010 13:58,2.95,15764,United Kingdom
519609,22719,GUMBALL MONOCHROME COAT RACK,12,8/18/2010 16:39,1.25,17585,United Kingdom
519612,90159,COTE D'AZURE NECKLACE,3,8/18/2010 17:41,4.95,15154,United Kingdom
519680,21523,DOORMAT FANCY FONT HOME SWEET HOME,3,8/19/2010 12:38,7.49,15506,United Kingdom
519684,85044,RED REINDEER STRING OF 20 LIGHTS,4,8/19/2010 12:50,4.95,17599,United Kingdom
519711,22081,RIBBON REEL FLORA + FAUNA ,2,8/19/2010 15:13,1.65,12851,United Kingdom
519712,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,8/19/2010 15:28,3.75,16919,United Kingdom
519718,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,8/19/2010 16:18,0.85,13479,United Kingdom
519725,22214,CANDLE PLATE LACE WHITE,24,8/19/2010 17:42,2.55,18191,United Kingdom
519726,21421,PORCELAIN ROSE LARGE ,12,8/19/2010 17:46,1.25,16299,United Kingdom
519733,20665,RED SPOTTY PURSE ,6,8/20/2010 8:21,2.95,12519,Germany
519735,17013D,ORIGAMI ROSE INCENSE IN TUBE,90,8/20/2010 9:23,0.3,12433,Norway
519783,22382,LUNCH BAG SPACEBOY DESIGN ,5,8/20/2010 11:45,1.65,16562,United Kingdom
519787,20718,RED SPOTTY SHOPPER BAG,10,8/20/2010 12:01,1.25,16294,United Kingdom
519792,22378,WALL TIDY RETROSPOT ,5,8/20/2010 12:20,2.1,12865,Austria
519816,21220,SET/4 BADGES DOGS,10,8/20/2010 13:10,1.25,15322,United Kingdom
519817,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,32,8/20/2010 13:41,2.55,14243,United Kingdom
519823,22584,PACK OF 6 PANNETONE GIFT BOXES,6,8/20/2010 14:17,2.55,16396,United Kingdom
519871,21791,VINTAGE HEADS AND TAILS CARD GAME ,6,8/20/2010 17:15,1.25,15855,United Kingdom
519885,21741,COSY SLIPPER SHOES LARGE GREEN,6,8/22/2010 11:53,2.95,17471,United Kingdom
519899,37370,RETRO COFFEE MUGS ASSORTED,12,8/22/2010 13:11,1.25,12450,Spain
519912,20726,LUNCH BAG WOODLAND,20,8/22/2010 13:54,1.65,17689,United Kingdom
519919,48138,DOORMAT UNION FLAG,2,8/22/2010 14:54,7.49,14767,United Kingdom
519934,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,8/22/2010 16:08,0.85,16770,United Kingdom
519939,22174,PHOTO CUBE,12,8/23/2010 9:48,1.65,14565,United Kingdom
520018,16225,RATTLE SNAKE EGGS,14,8/23/2010 11:58,1.25,18140,West Indies
520019,21731,RED TOADSTOOL LED NIGHT LIGHT,12,8/23/2010 12:01,1.65,15683,United Kingdom
520020,22423,REGENCY CAKESTAND 3 TIER,1,8/23/2010 12:06,12.75,14187,United Kingdom
520027,85031C,CURIOUS IMAGES SCRAP BOOK SET,24,8/23/2010 12:56,1.25,14321,United Kingdom
520078,84078A,SET/4 WHITE RETRO STORAGE CUBES ,4,8/24/2010 9:53,34.95,13452,United Kingdom
520121,22349,DOG BOWL CHASING BALL DESIGN,12,8/24/2010 11:52,3.75,16314,United Kingdom
520169,22526,WHEELBARROW FOR CHILDREN ,1,8/24/2010 13:01,12.75,17649,United Kingdom
520170,22325,MOBILE VINTAGE HEARTS ,3,8/24/2010 13:03,4.95,14342,United Kingdom
520200,21195,PINK  HONEYCOMB PAPER BALL ,48,8/24/2010 15:37,1.69,17336,United Kingdom
520211,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,8/24/2010 17:21,1.49,18124,United Kingdom
520246,21563,RED HEART SHAPE LOVE BUCKET ,6,8/25/2010 11:07,2.95,12721,France
520317,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,8/25/2010 11:47,1.65,14229,United Kingdom
520361,21080,SET/20 RED SPOTTY PAPER NAPKINS ,2,8/25/2010 13:44,0.85,13548,United Kingdom
520376,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,1,8/25/2010 14:38,2.55,14787,United Kingdom
520401,15034,PAPER POCKET TRAVELING FAN ,1,8/25/2010 16:58,0.14,16448,United Kingdom
520426,22697,GREEN REGENCY TEACUP AND SAUCER,6,8/26/2010 10:45,2.95,14268,United Kingdom
520485,M,Manual,1,8/26/2010 11:54,10,14866,United Kingdom
520496,21272,SALLE DE BAIN HOOK,12,8/26/2010 12:10,1.25,16235,United Kingdom
520521,79067,CORONA MEXICAN TRAY,1,8/26/2010 14:12,3.75,16375,United Kingdom
520522,85099C,JUMBO  BAG BAROQUE BLACK WHITE,30,8/26/2010 14:13,1.95,14482,United Kingdom
520527,85064,CREAM SWEETHEART LETTER RACK,4,8/26/2010 14:45,5.45,16288,United Kingdom
520539,21704,BAG 250g SWIRLY MARBLES,48,8/26/2010 16:00,0.85,14544,United Kingdom
520569,84839,SWEETHEART KEY CABINET,2,8/26/2010 19:57,6.75,13884,United Kingdom
520602,82582,AREA PATROLLED METAL SIGN,12,8/27/2010 11:57,2.1,14499,United Kingdom
520612,22423,REGENCY CAKESTAND 3 TIER,2,8/27/2010 12:02,12.75,16421,United Kingdom
520669,22561,WOODEN SCHOOL COLOURING SET,12,8/27/2010 13:53,1.65,16870,United Kingdom
520673,48185,DOORMAT FAIRY CAKE,1,8/27/2010 14:13,7.49,17894,United Kingdom
520702,16161P,WRAP ENGLISH ROSE ,25,8/29/2010 11:42,0.42,15936,United Kingdom
520703,22367,CHILDRENS APRON SPACEBOY DESIGN,8,8/29/2010 11:47,1.95,15074,United Kingdom
520706,21494,ROTATING LEAVES T-LIGHT HOLDER,12,8/29/2010 12:31,1.25,15166,United Kingdom
520721,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,45,8/29/2010 14:36,2.1,13922,United Kingdom
520732,46000M,POLYESTER FILLER PAD 45x45cm,3,8/29/2010 16:01,1.55,17384,United Kingdom
520737,22179,SET 10 LIGHTS NIGHT OWL,4,8/31/2010 9:31,6.75,12423,Denmark
520740,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,48,8/31/2010 10:11,1.45,14885,United Kingdom
520825,21541,DINOSAURS WATER TRANSFER TATTOOS ,2,8/31/2010 12:35,0.85,14433,United Kingdom
520857,35400,WOODEN BOX ADVENT CALENDAR ,2,8/31/2010 13:41,8.95,17126,United Kingdom
520861,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,8/31/2010 13:57,1.45,13714,United Kingdom
520876,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,8/31/2010 15:21,0.85,12651,France
520892,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,3,8/31/2010 17:25,2.55,12573,France
520893,22384,LUNCH BAG PINK RETROSPOT,1,8/31/2010 17:31,1.65,16819,United Kingdom
520947,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,9/1/2010 10:47,1.95,12761,Netherlands
520999,82001S,VINYL RECORD FRAME SILVER,6,9/1/2010 13:39,3.75,17215,United Kingdom
521010,22501,PICNIC BASKET WICKER LARGE,1,9/1/2010 14:37,9.95,15574,United Kingdom
521122,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,9/2/2010 12:08,1.65,15677,United Kingdom
521126,85227,SET OF 6 3D KIT CARDS FOR KIDS,24,9/2/2010 12:22,0.85,12414,Austria
521148,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,9/2/2010 13:27,0.21,16065,United Kingdom
521163,22695,WICKER WREATH SMALL,12,9/2/2010 14:25,1.45,18182,United Kingdom
521178,22470,HEART OF WICKER LARGE,6,9/2/2010 15:58,2.95,12831,United Kingdom
521186,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,9/2/2010 16:39,0.85,14908,United Kingdom
521194,21156,RETROSPOT CHILDRENS APRON,24,9/2/2010 17:04,1.95,13992,United Kingdom
521195,84859C,PINK DISCO HANDBAG,12,9/2/2010 17:17,1.25,15424,United Kingdom
521199,85141,JARDIN ETCHED GLASS FRUITBOWL,1,9/2/2010 17:36,10.75,16872,United Kingdom
521209,84836,ZINC METAL HEART DECORATION,24,9/2/2010 19:17,1.25,16239,United Kingdom
521220,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,9/3/2010 10:24,2.95,12808,Portugal
521227,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,9/3/2010 10:52,39.95,14086,United Kingdom
521287,22341,LOVE GARLAND PAINTED ZINC ,12,9/3/2010 11:39,1.65,16100,United Kingdom
521319,22627,MINT KITCHEN SCALES,2,9/3/2010 12:08,8.5,14009,United Kingdom
521328,21116,OWL DOORSTOP,3,9/3/2010 12:33,4.95,15092,United Kingdom
521345,47351B,BLUE  VOILE LAMPSHADE,1,9/3/2010 14:02,2.95,16289,United Kingdom
521360,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,9/3/2010 17:15,2.55,14163,United Kingdom
521367,22147,FELTCRAFT BUTTERFLY HEARTS,12,9/5/2010 11:04,1.45,14753,United Kingdom
521372,82482,WOODEN PICTURE FRAME WHITE FINISH,4,9/5/2010 11:42,2.55,13809,Cyprus
521381,72132,COLUMBIAN CUBE CANDLE,36,9/5/2010 12:33,0.38,13506,United Kingdom
521389,48138,DOORMAT UNION FLAG,3,9/5/2010 14:01,7.95,13032,United Kingdom
521394,47599B,BLUE PARTY BAGS ,6,9/5/2010 15:32,2.1,14318,United Kingdom
521396,21843,RED RETROSPOT CAKE STAND,2,9/5/2010 16:01,10.95,13785,United Kingdom
521441,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,9/6/2010 11:28,0.85,15543,United Kingdom
521547,21035,SET/2 RED SPOTTY TEA TOWELS ,6,9/6/2010 15:30,2.95,13133,United Kingdom
521575,22553,PLASTERS IN TIN SKULLS,24,9/7/2010 12:20,1.65,12859,United Kingdom
521588,22197,SMALL POPCORN HOLDER,36,9/7/2010 12:35,0.85,16832,United Kingdom
521649,85028S,FRENCH CHATEAU SMALL FRUITBOWL,1,9/7/2010 13:28,4.95,14968,United Kingdom
521661,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,9/7/2010 14:21,1.65,12605,Germany
521668,22111,SCOTTIE DOG HOT WATER BOTTLE,12,9/7/2010 15:20,4.95,12819,United Kingdom
521695,22457,NATURAL SLATE HEART CHALKBOARD ,12,9/8/2010 10:00,2.95,13683,United Kingdom
521698,22668,PINK BABY BUNTING,5,9/8/2010 10:27,2.95,13076,United Kingdom
521742,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,20,9/8/2010 11:35,0.85,12777,United Kingdom
521767,22110,BIRD HOUSE HOT WATER BOTTLE,2,9/8/2010 11:56,2.55,15752,United Kingdom
521788,21790,VINTAGE SNAP CARDS,12,9/8/2010 12:52,0.85,13005,United Kingdom
521839,85049G,CHOCOLATE BOX RIBBONS ,12,9/9/2010 10:50,1.25,12635,Germany
521871,21539,RED RETROSPOT BUTTER DISH,1,9/9/2010 11:20,4.95,16972,United Kingdom
521901,21975,PACK OF 60 DINOSAUR CAKE CASES,8,9/9/2010 12:35,0.55,14688,United Kingdom
521910,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,9/9/2010 13:09,4.65,13046,United Kingdom
521914,22551,PLASTERS IN TIN SPACEBOY,12,9/9/2010 13:51,1.65,12460,Belgium
521924,21110,LARGE CAKE TOWEL PINK SPOTS,2,9/9/2010 15:08,6.75,16886,United Kingdom
521928,21777,RECIPE BOX WITH METAL HEART,2,9/9/2010 15:28,7.95,17456,United Kingdom
521938,22110,BIRD HOUSE HOT WATER BOTTLE,6,9/9/2010 16:31,2.55,18255,United Kingdom
C521943,M,Manual,-1,9/9/2010 16:43,445.05,14328,United Kingdom
521945,22652,TRAVEL SEWING KIT,10,9/9/2010 16:54,1.65,16095,United Kingdom
521953,22569,FELTCRAFT CUSHION BUTTERFLY,2,9/9/2010 17:40,3.75,17762,United Kingdom
521968,15039,SANDALWOOD FAN,12,9/9/2010 18:56,0.85,14444,United Kingdom
521969,21116,OWL DOORSTOP,3,9/9/2010 19:03,4.95,17473,United Kingdom
521973,90129D,AMBER GLASS TASSLE BAG CHARM,2,9/9/2010 19:46,2.95,17366,United Kingdom
521978,20682,RED SPOTTY CHILDS UMBRELLA,6,9/10/2010 8:50,3.25,12760,Netherlands
521982,71459,HANGING JAM JAR T-LIGHT HOLDER,1152,9/10/2010 9:49,0.85,17369,United Kingdom
521984,21769,VINTAGE POST OFFICE CABINET,1,9/10/2010 10:26,79.95,14708,United Kingdom
521999,20725,LUNCH BAG RED SPOTTY,2,9/10/2010 11:09,1.65,14445,United Kingdom
522072,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,9/12/2010 10:47,4.25,14635,United Kingdom
522084,85049G,CHOCOLATE BOX RIBBONS ,12,9/12/2010 11:52,1.25,15992,United Kingdom
522086,22582,PACK OF 6 SWEETIE GIFT BOXES,6,9/12/2010 12:00,2.55,16042,United Kingdom
522090,22084,PAPER CHAIN KIT EMPIRE,1,9/12/2010 12:46,2.95,16799,United Kingdom
522092,21034,REX CASH+CARRY JUMBO SHOPPER,1,9/12/2010 13:03,0.95,15006,United Kingdom
522093,22212,FOUR HOOK  WHITE LOVEBIRDS,5,9/12/2010 13:06,2.1,15406,United Kingdom
522108,84596K,JELLY BABIES YELLOW SMALL BOWL,1,9/12/2010 14:54,1.25,17383,United Kingdom
522109,22383,LUNCH BAG SUKI  DESIGN ,10,9/12/2010 14:58,1.65,17728,United Kingdom
522124,22556,PLASTERS IN TIN CIRCUS PARADE ,876,9/13/2010 9:35,1.45,17308,United Kingdom
522337,22940,FELTCRAFT CHRISTMAS FAIRY,10,9/14/2010 10:34,4.25,13440,United Kingdom
522338,21054,NURSE'S BAG SOFT TOY,1,9/14/2010 10:41,8.95,13537,United Kingdom
522340,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,9/14/2010 10:43,2.55,17616,United Kingdom
522341,82494L,WOODEN FRAME ANTIQUE WHITE ,6,9/14/2010 10:47,2.95,15107,United Kingdom
522446,21591,COSY HOUR CIGAR BOX MATCHES ,24,9/14/2010 14:36,1.25,13312,United Kingdom
522447,22424,ENAMEL BREAD BIN CREAM,1,9/14/2010 14:39,12.75,14363,United Kingdom
522449,22692,DOORMAT WELCOME TO OUR HOME,3,9/14/2010 14:56,7.95,17149,United Kingdom
522450,21658,GLASS  BEURRE DISH,4,9/14/2010 15:00,3.95,16690,United Kingdom
522457,22060,LARGE CAKE STAND HANGING HEARTS,2,9/14/2010 15:50,9.95,18136,United Kingdom
522461,16216,LETTER SHAPE PENCIL SHARPENER,3,9/14/2010 16:15,0.16,14381,United Kingdom
522468,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,9/15/2010 9:52,1.45,14231,United Kingdom
522476,21243,PINK  SPOTTY PLATE ,8,9/15/2010 10:44,1.69,15966,United Kingdom
522570,22835,HOT WATER BOTTLE I AM SO POORLY,4,9/15/2010 12:08,4.65,12768,Korea
522583,22424,ENAMEL BREAD BIN CREAM,1,9/15/2010 12:17,12.75,15906,United Kingdom
522585,22151,PLACE SETTING WHITE HEART,96,9/15/2010 12:27,0.42,13784,United Kingdom
522586,22048,BIRTHDAY BANQUET GIFT WRAP,25,9/15/2010 12:29,0.42,17403,United Kingdom
522594,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,9/15/2010 13:21,2.95,16005,United Kingdom
522599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,9/15/2010 13:32,2.95,16522,United Kingdom
522603,84678,CLASSICAL ROSE SMALL VASE,1,9/15/2010 13:43,2.55,15685,United Kingdom
522610,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,9/15/2010 14:19,1.65,16080,United Kingdom
522612,84992,72 SWEETHEART FAIRY CAKE CASES,24,9/15/2010 14:30,0.55,16979,United Kingdom
522618,22083,PAPER CHAIN KIT RETRO SPOT,6,9/15/2010 14:56,2.95,16589,United Kingdom
522623,22151,PLACE SETTING WHITE HEART,24,9/15/2010 15:41,0.42,15301,United Kingdom
522625,21781,MA CAMPAGNE CUTLERY BOX,1,9/15/2010 16:17,14.95,17392,United Kingdom
522642,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,9/16/2010 10:29,1.25,13374,United Kingdom
522650,22537,MAGIC DRAWING SLATE DINOSAUR,24,9/16/2010 10:49,0.42,13424,United Kingdom
522750,21171,BATHROOM METAL SIGN ,12,9/16/2010 13:28,1.45,16646,United Kingdom
522760,21984,PACK OF 12 PINK PAISLEY TISSUES ,12,9/16/2010 13:48,0.29,15962,United Kingdom
522806,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,9/16/2010 16:52,1.65,15748,United Kingdom
522819,79163,BLACK CHAMPAGNE GLASS,6,9/16/2010 20:04,1.65,15535,United Kingdom
522823,21217,RED SPOTTY ROUND CAKE TINS,2,9/17/2010 9:34,9.95,13398,United Kingdom
522839,84678,CLASSICAL ROSE SMALL VASE,6,9/17/2010 10:46,2.55,16146,United Kingdom
522891,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,9/17/2010 12:09,1.25,16371,United Kingdom
522902,21336,GOLD WASHBAG,6,9/17/2010 12:29,2.95,12554,Spain
522904,84313B,BLUE TV TRAY TABLE ,1,9/17/2010 12:45,4.25,17765,United Kingdom
522913,22153,ANGEL DECORATION STARS ON DRESS,3,9/17/2010 13:52,0.42,15026,United Kingdom
522917,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,9/17/2010 14:10,3.75,12425,Portugal
522931,72741,GRAND CHOCOLATECANDLE,36,9/17/2010 14:54,1.45,17743,United Kingdom
522940,21651,HANGING GLASS ETCHED TEALIGHT,216,9/17/2010 15:26,1.45,15876,United Kingdom
522943,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,9/17/2010 15:51,1.65,12543,Spain
522954,21742,LARGE ROUND WICKER PLATTER ,4,9/19/2010 11:57,5.95,18089,United Kingdom
522960,22555,PLASTERS IN TIN STRONGMAN,3,9/19/2010 12:38,1.65,16983,United Kingdom
522962,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,9/19/2010 12:39,2.55,13701,United Kingdom
522961,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,9/19/2010 12:39,1.95,13554,United Kingdom
522976,21777,RECIPE BOX WITH METAL HEART,2,9/19/2010 13:43,7.95,13067,United Kingdom
522979,20712,JUMBO BAG WOODLAND ANIMALS,1,9/19/2010 13:57,1.95,15519,United Kingdom
522985,22520,CHILDS GARDEN TROWEL BLUE ,12,9/19/2010 14:12,0.85,14776,United Kingdom
522999,21169,YOU'RE CONFUSING ME METAL SIGN ,2,9/19/2010 15:53,1.69,17255,United Kingdom
523003,22603,CHRISTMAS RETROSPOT TREE WOOD,12,9/19/2010 16:14,0.85,16264,United Kingdom
523006,22985,"WRAP, BILLBOARD FONTS DESIGN",25,9/19/2010 16:22,0.42,15870,United Kingdom
523013,21877,HOME SWEET HOME MUG,12,9/20/2010 10:15,1.25,15599,United Kingdom
523015,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,9/20/2010 10:23,0.85,15462,United Kingdom
523019,22819,"BIRTHDAY CARD, RETRO SPOT",12,9/20/2010 11:24,0.42,17811,United Kingdom
523020,21232,STRAWBERRY CERAMIC TRINKET BOX,24,9/20/2010 11:40,1.25,13702,United Kingdom
523033,35970,ZINC FOLKART SLEIGH BELLS,72,9/20/2010 11:48,1.49,14212,United Kingdom
523097,48194,DOORMAT HEARTS,2,9/20/2010 12:21,7.95,17055,United Kingdom
523106,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,9/20/2010 12:26,1.65,12850,United Kingdom
523132,84987,SET OF 36 TEATIME PAPER DOILIES,1,9/20/2010 14:02,1.45,17167,United Kingdom
523155,21467,CHERRY CROCHET FOOD COVER,2,9/20/2010 15:03,3.75,14668,United Kingdom
C523159,M,Manual,-1,9/20/2010 15:19,68.44,14906,United Kingdom
523165,21498,RED SPOTS  WRAP ,150,9/20/2010 15:32,0.42,17834,United Kingdom
C523171,M,Manual,-1,9/20/2010 15:54,229.46,17284,United Kingdom
523194,22687,DOORMAT CHRISTMAS VILLAGE,4,9/21/2010 8:12,7.49,13375,United Kingdom
523197,22158,3 HEARTS HANGING DECORATION RUSTIC,24,9/21/2010 9:14,2.95,15473,United Kingdom
523206,85099B,JUMBO BAG RED RETROSPOT,100,9/21/2010 10:27,1.65,13689,United Kingdom
523211,48185,DOORMAT FAIRY CAKE,2,9/21/2010 10:46,7.95,16465,United Kingdom
523286,21982,PACK OF 12 SUKI TISSUES ,3,9/21/2010 12:07,0.29,14716,United Kingdom
523298,22951,72 CAKE CASES DOLLY GIRL DESIGN,24,9/21/2010 12:31,0.55,17480,United Kingdom
523305,17084P,DRAGONS BLOOD INCENSE,25,9/21/2010 12:49,0.21,12751,Brazil
523312,22904,CALENDAR PAPER CUT DESIGN,1,9/21/2010 13:16,2.95,15041,United Kingdom
523320,22158,3 HEARTS HANGING DECORATION RUSTIC,3,9/21/2010 13:39,2.95,14169,United Kingdom
523327,22570,FELTCRAFT CUSHION RABBIT,4,9/21/2010 14:22,3.75,14761,United Kingdom
523330,22371,AIRLINE BAG VINTAGE TOKYO 78,24,9/21/2010 14:39,3.75,16998,United Kingdom
523331,22113,GREY HEART HOT WATER BOTTLE,8,9/21/2010 14:46,3.75,15728,United Kingdom
523334,22149,FELTCRAFT 6 FLOWER FRIENDS,12,9/21/2010 14:51,2.1,14126,United Kingdom
523354,82599,FANNY'S REST STOPMETAL SIGN,12,9/21/2010 16:44,2.1,17161,United Kingdom
523359,51008,AFGHAN SLIPPER SOCK PAIR,300,9/21/2010 17:29,2.95,14933,Channel Islands
523448,22555,PLASTERS IN TIN STRONGMAN,12,9/22/2010 11:19,1.65,12578,Italy
523510,22465,HANGING METAL STAR LANTERN,6,9/22/2010 12:24,1.65,17840,United Kingdom
523524,90002A,FLOWER BURST SILVER RING OPAL,1,9/22/2010 13:07,3.75,14570,United Kingdom
C523574,M,Manual,-1,9/22/2010 16:19,127.66,13910,United Kingdom
523576,22423,REGENCY CAKESTAND 3 TIER,256,9/22/2010 16:26,10.95,13205,United Kingdom
523589,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,9/23/2010 9:33,2.55,15761,United Kingdom
523614,22483,RED GINGHAM TEDDY BEAR ,12,9/23/2010 10:49,2.95,16857,United Kingdom
523634,21172,PARTY METAL SIGN ,12,9/23/2010 11:45,1.45,13519,United Kingdom
523649,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,12,9/23/2010 12:42,2.1,13264,United Kingdom
523650,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,9/23/2010 13:03,4.95,18107,United Kingdom
523652,22186,RED STAR CARD HOLDER,12,9/23/2010 13:07,2.95,15140,United Kingdom
523653,22470,HEART OF WICKER LARGE,6,9/23/2010 13:11,2.95,16856,United Kingdom
523656,22539,MINI JIGSAW DOLLY GIRL,24,9/23/2010 13:33,0.42,18193,United Kingdom
523660,22555,PLASTERS IN TIN STRONGMAN,12,9/23/2010 14:00,1.65,15476,United Kingdom
523711,22470,HEART OF WICKER LARGE,6,9/23/2010 15:23,2.95,16298,United Kingdom
523713,22959,WRAP CHRISTMAS VILLAGE,50,9/23/2010 15:43,0.42,16546,United Kingdom
523722,22600,CHRISTMAS RETROSPOT STAR WOOD,12,9/23/2010 16:40,0.85,16261,United Kingdom
523733,85068,CREAM SWEETHEART SHELF + HOOKS,2,9/23/2010 17:34,7.95,16775,United Kingdom
523744,22809,SET OF 6 T-LIGHTS SANTA,6,9/23/2010 17:48,2.95,14992,United Kingdom
523749,21623,VINTAGE UNION JACK MEMOBOARD,2,9/23/2010 18:32,9.95,17134,United Kingdom
523763,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,9/24/2010 9:49,9.95,16531,United Kingdom
523766,35400,WOODEN BOX ADVENT CALENDAR ,4,9/24/2010 10:28,8.95,14875,United Kingdom
523769,22113,GREY HEART HOT WATER BOTTLE,4,9/24/2010 10:48,3.75,17567,United Kingdom
523786,75049L,LARGE CIRCULAR MIRROR MOBILE,672,9/24/2010 11:31,0.85,16692,United Kingdom
523835,22696,WICKER WREATH LARGE,12,9/24/2010 12:03,1.95,16140,United Kingdom
523838,22406,MONEY BOX KINGS CHOICE DESIGN,12,9/24/2010 12:08,1.25,14934,Channel Islands
523874,22813,PACK 3 BOXES BIRD PANNETONE ,12,9/24/2010 13:04,1.95,17396,United Kingdom
C523880,M,Manual,-1,9/24/2010 13:42,1343.44,14802,United Kingdom
523889,22732,3D STICKERS VINTAGE CHRISTMAS,20,9/24/2010 14:32,1.25,14226,United Kingdom
523932,22191,IVORY DINER WALL CLOCK,2,9/26/2010 10:34,8.5,12871,United Kingdom
